member_id,full_name,last_name,member_title,state,party_name,chamber
849,Mike McIntyre,McIntyre,Representative,North Carolina,Democratic,House
850,Mike Parker,Parker,Representative,Mississippi,Republican,House
851,Mike Pompeo,Pompeo,Representative,Kansas,Republican,House
852,Mike Quigley,Quigley,Representative,Illinois,Democratic,House
853,Mike Rounds,Rounds,Senator,South Dakota,Republican,Senate
854,Mike Synar,Synar,Representative,Oklahoma,Democratic,House
855,Mike Ward,Ward,Representative,Kentucky,Democratic,House
856,Mikie Sherrill,Sherrill,Representative,New Jersey,Democratic,House
857,Mimi Walters,Walters,Representative,California,Republican,House
858,Mitch McConnell,McConnell,Senator,Kentucky,Republican,Senate
859,Mitt Romney,Romney,Senator,Utah,Republican,Senate
860,Nancy E. Boyda,Boyda,Representative,Kansas,Democratic,House
861,Nancy Landon Kassebaum,Kassebaum,Senator,Kansas,Republican,Senate
862,Nancy Pelosi,Pelosi,Representative,California,Democratic,House
863,Nanette Diaz Barragan,Barragan,Representative,California,Democratic,House
864,Nathan Deal,Deal,Representative,Georgia,Republican,House
865,Neil Abercrombie,Abercrombie,Representative,Hawaii,Democratic,House
866,Newt Gingrich,Gingrich,Representative,Georgia,Republican,House
867,Nicholas Mavroules,Mavroules,Representative,Massachusetts,Democratic,House
868,"Nick J., II Rahall",Rahall,Representative,West Virginia,Democratic,House
869,Nick Lampson,Lampson,Representative,Texas,Democratic,House
870,Niki Tsongas,Tsongas,Representative,Massachusetts,Democratic,House
871,Nita M. Lowey,Lowey,Representative,New York,Democratic,House
872,Norman D. Dicks,Dicks,Representative,Washington,Democratic,House
873,Norman D. Shumway,Shumway,Representative,California,Republican,House
874,Norman F. Lent,Lent,Representative,New York,Republican,House
875,Norman Sisisky,Sisisky,Representative,Virginia,Democratic,House
876,Norman Y. Mineta,Mineta,Representative,California,Democratic,House
877,Nydia M. Velazquez,Velazquez,Representative,New York,Democratic,House
878,Olympia J. Snowe,Snowe,Senator,Maine,Republican,Senate
879,Orrin G. Hatch,Hatch,Senator,Utah,Republican,Senate
880,Owen B. Pickett,Pickett,Representative,Virginia,Democratic,House
881,Pat Danner,Danner,Representative,Missouri,Democratic,House
882,Pat Roberts,Roberts,Senator,Kansas,Republican,Senate
883,Pat Toomey,Toomey,Senator,Pennsylvania,Republican,Senate
884,Patricia Saiki,Saiki,Representative,Hawaii,Republican,House
885,Patricia Schroeder,Schroeder,Representative,Colorado,Democratic,House
886,Patrick J. Leahy,Leahy,Senator,Vermont,Democratic,Senate
887,Patrick J. Tiberi,Tiberi,Representative,Ohio,Republican,House
888,Patrick L. Swindall,Swindall,Representative,Georgia,Republican,House
889,Patrick T. McHenry,McHenry,Representative,North Carolina,Republican,House
890,Patsy T. Mink,Mink,Representative,Hawaii,Democratic,House
891,Patty Murray,Murray,Senator,Washington,Democratic,Senate
892,Paul A. Gosar,Gosar,Representative,Arizona,Republican,House
893,Paul B. Henry,Henry,Representative,Michigan,Republican,House
894,Paul C. Broun,Broun,Representative,Georgia,Republican,House
895,Paul Coverdell,Coverdell,Senator,Georgia,Republican,Senate
896,Paul D. Wellstone,Wellstone,Senator,Minnesota,Democratic,Senate
897,Paul E. Gillmor,Gillmor,Representative,Ohio,Republican,House
898,Paul E. Kanjorski,Kanjorski,Representative,Pennsylvania,Democratic,House
899,Paul McHale,McHale,Representative,Pennsylvania,Democratic,House
900,"Paul S., Jr. Trible",Trible,Senator,Virginia,Republican,Senate
901,Paul Simon,Simon,Senator,Illinois,Democratic,Senate
902,Paul Tonko,Tonko,Representative,New York,Democratic,House
903,Paul W. Hodes,Hodes,Representative,New Hampshire,Democratic,House
904,Pedro R. Pierluisi,Pierluisi,Resident Commissioner,Puerto Rico,Democratic,House
905,Pete Aguilar,Aguilar,Representative,California,Democratic,House
906,Pete Geren,Geren,Representative,Texas,Democratic,House
907,Pete Olson,Olson,Representative,Texas,Republican,House
908,Pete Stauber,Stauber,Representative,Minnesota,Republican,House
909,Pete V. Domenici,Domenici,Senator,New Mexico,Republican,Senate
910,Peter A. DeFazio,DeFazio,Representative,Oregon,Democratic,House
911,Peter Barca,Barca,Representative,Wisconsin,Democratic,House
912,Peter Deutsch,Deutsch,Representative,Florida,Democratic,House
913,Peter Fitzgerald,Fitzgerald,Senator,Illinois,Republican,Senate
914,Peter G. Torkildsen,Torkildsen,Representative,Massachusetts,Republican,House
915,Peter H. Kostmayer,Kostmayer,Representative,Pennsylvania,Democratic,House
916,Peter Hoagland,Hoagland,Representative,Nebraska,Democratic,House
917,Peter Hoekstra,Hoekstra,Representative,Michigan,Republican,House
918,Peter I. Blute,Blute,Representative,Massachusetts,Republican,House
919,Peter J. Roskam,Roskam,Representative,Illinois,Republican,House
920,Peter J. Visclosky,Visclosky,Representative,Indiana,Democratic,House
921,"Peter W., Jr. Rodino",Rodino,Representative,New Jersey,Democratic,House
922,Peter Welch,Welch,Representative,Vermont,Democratic,House
923,Phil Gingrey,Gingrey,Representative,Georgia,Republican,House
924,Phil Gramm,Gramm,Senator,Texas,Republican,Senate
925,Phil Hare,Hare,Representative,Illinois,Democratic,House
926,Philip M. Crane,Crane,Representative,Illinois,Republican,House
927,Philip R. Sharp,Sharp,Representative,Indiana,Democratic,House
928,Porter J. Goss,Goss,Representative,Florida,Republican,House
929,Pramila Jayapal,Jayapal,Representative,Washington,Democratic,House
930,Rahm Emanuel,Emanuel,Representative,Illinois,Democratic,House
931,Raja Krishnamoorthi,Krishnamoorthi,Representative,Illinois,Democratic,House
932,Ralph Norman,Norman,Representative,South Carolina,Republican,House
933,Ralph Regula,Regula,Representative,Ohio,Republican,House
934,Randy Hultgren,Hultgren,Representative,Illinois,Republican,House
935,Randy Neugebauer,Neugebauer,Representative,Texas,Republican,House
936,Randy Tate,Tate,Representative,Washington,Republican,House
937,Rashida Tlaib,Tlaib,Representative,Michigan,Democratic,House
938,Raul M. Grijalva,Grijalva,Representative,Arizona,Democratic,House
939,Raul R. Labrador,Labrador,Representative,Idaho,Republican,House
940,Raul Ruiz,Ruiz,Representative,California,Democratic,House
941,Ray Thornton,Thornton,Representative,Arkansas,Democratic,House
942,Raymond J. McGrath,McGrath,Representative,New York,Republican,House
943,Reid J. Ribble,Ribble,Representative,Wisconsin,Republican,House
944,Renee L. Ellmers,Ellmers,Representative,North Carolina,Republican,House
945,Richard A. Gephardt,Gephardt,Representative,Missouri,Democratic,House
946,Richard B. Nugent,Nugent,Representative,Florida,Republican,House
947,Richard B. Ray,Ray,Representative,Georgia,Democratic,House
948,Richard Blumenthal,Blumenthal,Senator,Connecticut,Democratic,Senate
949,Richard Burr,Burr,Senator,North Carolina,Republican,Senate
950,Richard C. Shelby,Shelby,Senator,Alabama,Republican,Senate
951,Richard G. Lugar,Lugar,Senator,Indiana,Republican,Senate
952,Richard H. Bryan,Bryan,Senator,Nevada,Democratic,Senate
953,Richard H. Stallings,Stallings,Representative,Idaho,Democratic,House
954,Richard Hudson,Hudson,Representative,North Carolina,Republican,House
955,Richard J. Durbin,Durbin,Senator,Illinois,Democratic,Senate
956,Richard K. Armey,Armey,Representative,Texas,Republican,House
957,Richard L. Hanna,Hanna,Representative,New York,Republican,House
958,Richard M. Nolan,Nolan,Representative,Minnesota,Democratic,House
959,Richard T. Schulze,Schulze,Representative,Pennsylvania,Republican,House
960,Richard W. Pombo,Pombo,Representative,California,Republican,House
961,Rick Berg,Berg,Representative,North Dakota,Republican,House
962,Rick Boucher,Boucher,Representative,Virginia,Democratic,House
963,Rick Larsen,Larsen,Representative,Washington,Democratic,House
964,Rick Lazio,Lazio,Representative,New York,Republican,House
965,Rick Renzi,Renzi,Representative,Arizona,Republican,House
966,Rick Santorum,Santorum,Senator,Pennsylvania,Republican,Senate
967,Rick White,White,Representative,Washington,Republican,House
968,Ro Khanna,Khanna,Representative,California,Democratic,House
969,Rob Portman,Portman,Senator,Ohio,Republican,Senate
970,Rob Simmons,Simmons,Representative,Connecticut,Republican,House
971,Rob Woodall,Woodall,Representative,Georgia,Republican,House
972,Robert A. Borski,Borski,Representative,Pennsylvania,Democratic,House
973,Robert A. Weygand,Weygand,Representative,Rhode Island,Democratic,House
974,Robert B. Aderholt,Aderholt,Representative,Alabama,Republican,House
975,Robert C. Byrd,Byrd,Senator,West Virginia,Democratic,Senate
976,Robert C. Krueger,Krueger,Senator,Texas,Democratic,Senate
977,Robert E. Badham,Badham,Representative,California,Republican,House
978,"Robert E., Jr. Wise",Wise,Representative,West Virginia,Democratic,House
979,Robert G. Torricelli,Torricelli,Senator,New Jersey,Democratic,Senate
980,Robert H. Michel,Michel,Representative,Illinois,Republican,House
981,Robert Hurt,Hurt,Representative,Virginia,Republican,House
982,Robert J. Dold,Dold,Representative,Illinois,Republican,House
983,Robert J. Lagomarsino,Lagomarsino,Representative,California,Republican,House
984,Robert J. Mrazek,Mrazek,Representative,New York,Democratic,House
985,Robert J. Wittman,Wittman,Representative,Virginia,Republican,House
986,Robert K. Dornan,Dornan,Representative,California,Republican,House
987,"Robert L., Jr. Ehrlich",Ehrlich,Representative,Maryland,Republican,House
988,Robert M. (Robin) Tallon,Tallon,Representative,South Carolina,Democratic,House
989,Robert Menendez,Menendez,Senator,New Jersey,Democratic,Senate
990,"Robert P., Jr. Casey",Casey,Senator,Pennsylvania,Democratic,Senate
991,Robert Pittenger,Pittenger,Representative,North Carolina,Republican,House
992,Robert T. Schilling,Schilling,Representative,Illinois,Republican,House
993,Robert T. Stafford,Stafford,Senator,Vermont,Republican,Senate
994,Robert W. Kastenmeier,Kastenmeier,Representative,Wisconsin,Democratic,House
995,Robert W. Ney,Ney,Representative,Ohio,Republican,House
996,"Robert W., Jr. Kasten",Kasten,Senator,Wisconsin,Republican,Senate
997,Robert Wexler,Wexler,Representative,Florida,Democratic,House
998,Rod Blum,Blum,Representative,Iowa,Republican,House
999,Rod Grams,Grams,Senator,Minnesota,Republican,Senate
1000,Rod R. Blagojevich,Blagojevich,Representative,Illinois,Democratic,House
1001,Rodney P. Frelinghuysen,Frelinghuysen,Representative,New Jersey,Republican,House
1002,Roger F. Wicker,Wicker,Senator,Mississippi,Republican,Senate
1003,Roland Burris,Burris,Senator,Illinois,Democratic,Senate
1004,Romano L. Mazzoli,Mazzoli,Representative,Kentucky,Democratic,House
1005,Ron Barber,Barber,Representative,Arizona,Democratic,House
1006,Ron DeSantis,DeSantis,Representative,Florida,Republican,House
1007,Ron Estes,Estes,Representative,Kansas,Republican,House
1008,Ron Kind,Kind,Representative,Wisconsin,Democratic,House
1009,Ron Klink,Klink,Representative,Pennsylvania,Democratic,House
1010,Ron Marlenee,Marlenee,Representative,Montana,Republican,House
1011,Ron Packard,Packard,Representative,California,Republican,House
1012,Ron Wyden,Wyden,Senator,Oregon,Democratic,Senate
1013,Ron de Lugo,de Lugo,Delegate,Virgin Islands,Democratic,House
1014,Ronald K. Machtley,Machtley,Representative,Rhode Island,Republican,House
1015,Ronald V. Dellums,Dellums,Representative,California,Democratic,House
1016,Ronnie G. Flippo,Flippo,Representative,Alabama,Democratic,House
1017,Ronnie Shows,Shows,Representative,Mississippi,Democratic,House
1018,Rosa L. DeLauro,DeLauro,Representative,Connecticut,Democratic,House
1019,Ross Spano,Spano,Representative,Florida,Republican,House
1020,Roy Blunt,Blunt,Senator,Missouri,Republican,Senate
1021,Roy Dyson,Dyson,Representative,Maryland,Democratic,House
1022,Ruben Hinojosa,Hinojosa,Representative,Texas,Democratic,House
1023,Ruben J. Kihuen,Kihuen,Representative,Nevada,Democratic,House
1024,Rudy Boschwitz,Boschwitz,Senator,Minnesota,Republican,Senate
1025,Rush Holt,Holt,Representative,New Jersey,Democratic,House
1026,Russ Fulcher,Fulcher,Representative,Idaho,Republican,House
1027,Russell D. Feingold,Feingold,Senator,Wisconsin,Democratic,Senate
1028,Ryan K. Zinke,Zinke,Representative,Montana,Republican,House
1029,Salud O. Carbajal,Carbajal,Representative,California,Democratic,House
1030,Sam Brownback,Brownback,Senator,Kansas,Republican,Senate
1031,Sam Coppersmith,Coppersmith,Representative,Arizona,Democratic,House
1032,Sam Farr,Farr,Representative,California,Democratic,House
1033,Sam Gejdenson,Gejdenson,Representative,Connecticut,Democratic,House
1034,Sam Nunn,Nunn,Senator,Georgia,Democratic,Senate
1035,Samuel S. Stratton,Stratton,Representative,New York,Democratic,House
1036,Saxby Chambliss,Chambliss,Senator,Georgia,Republican,Senate
1037,Scott DesJarlais,DesJarlais,Representative,Tennessee,Republican,House
1038,Scott L. Klug,Klug,Representative,Wisconsin,Republican,House
1039,Scott McInnis,McInnis,Representative,Colorado,Republican,House
1040,Scott Perry,Perry,Representative,Pennsylvania,Republican,House
1041,Scott R. Tipton,Tipton,Representative,Colorado,Republican,House
1042,Scotty Baesler,Baesler,Representative,Kentucky,Democratic,House
1043,Sean Casten,Casten,Representative,Illinois,Democratic,House
1044,Sean P. Duffy,Duffy,Representative,Wisconsin,Republican,House
1045,Seth Moulton,Moulton,Representative,Massachusetts,Democratic,House
1046,Sharice Davids,Davids,Representative,Kansas,Democratic,House
1047,Sheila Frahm,Frahm,Senator,Kansas,Republican,Senate
1048,Sheila Jackson Lee,Jackson Lee,Representative,Texas,Democratic,House
1049,Sheldon Whitehouse,Whitehouse,Senator,Rhode Island,Democratic,Senate
1050,Shelley Berkley,Berkley,Representative,Nevada,Democratic,House
1051,Shelley Moore Capito,Capito,Senator,West Virginia,Republican,Senate
1052,Shelley Sekula Gibbs,Sekula Gibbs,Representative,Texas,Republican,House
1053,Sherwood Boehlert,Boehlert,Representative,New York,Republican,House
1054,Sidney R. Yates,Yates,Representative,Illinois,Democratic,House
1055,Silvestre Reyes,Reyes,Representative,Texas,Democratic,House
1056,Silvio O. Conte,Conte,Representative,Massachusetts,Republican,House
1057,Slade Gorton,Gorton,Senator,Washington,Republican,Senate
1058,Solomon P. Ortiz,Ortiz,Representative,Texas,Democratic,House
1059,Sonny Bono,Bono,Representative,California,Republican,House
1060,Sonny Callahan,Callahan,Representative,Alabama,Republican,House
1061,Spark M. Matsunaga,Matsunaga,Senator,Hawaii,Democratic,Senate
1062,Spencer Bachus,Bachus,Representative,Alabama,Republican,House
1063,Stacey E. Plaskett,Plaskett,Delegate,Virgin Islands,Democratic,House
1064,Stanford E. (Stan) Parris,Parris,Representative,Virginia,Republican,House
1065,Steny H. Hoyer,Hoyer,Representative,Maryland,Democratic,House
1066,Stephanie Herseth Sandlin,Herseth Sandlin,Representative,South Dakota,Democratic,House
1067,Stephen F. Lynch,Lynch,Representative,Massachusetts,Democratic,House
1068,Stephen J. Solarz,Solarz,Representative,New York,Democratic,House
1069,Stephen Knight,Knight,Representative,California,Republican,House
1070,Stephen Lee Fincher,Fincher,Representative,Tennessee,Republican,House
1071,Stevan Pearce,Pearce,Representative,New Mexico,Republican,House
1072,Steve Austria,Austria,Representative,Ohio,Republican,House
1073,Steve Buyer,Buyer,Representative,Indiana,Republican,House
1074,Steve Chabot,Chabot,Representative,Ohio,Republican,House
1075,Steve Daines,Daines,Senator,Montana,Republican,Senate
1076,Steve Driehaus,Driehaus,Representative,Ohio,Democratic,House
1077,Steve Gunderson,Gunderson,Representative,Wisconsin,Republican,House
1078,Steve II Southerland,Southerland,Representative,Florida,Republican,House
1079,Steve Israel,Israel,Representative,New York,Democratic,House
1080,Steve Kagen,Kagen,Representative,Wisconsin,Democratic,House
1081,Steve Largent,Largent,Representative,Oklahoma,Republican,House
1082,Steve Russell,Russell,Representative,Oklahoma,Republican,House
1083,Steve Scalise,Scalise,Representative,Louisiana,Republican,House
1084,Steve Stivers,Stivers,Representative,Ohio,Republican,House
1085,Steve Stockman,Stockman,Representative,Texas,Republican,House
1086,Steve Womack,Womack,Representative,Arkansas,Republican,House
1087,Steven C. LaTourette,LaTourette,Representative,Ohio,Republican,House
1088,Steven D. Symms,Symms,Senator,Idaho,Republican,Senate
1089,Steven Horsford,Horsford,Representative,Nevada,Democratic,House
1090,Steven M. Palazzo,Palazzo,Representative,Mississippi,Republican,House
1091,Steven R. Rothman,Rothman,Representative,New Jersey,Democratic,House
1092,Steven T. Kuykendall,Kuykendall,Representative,California,Republican,House
1093,Strom Thurmond,Thurmond,Senator,South Carolina,Republican,Senate
1094,Sue Wilkins Myrick,Myrick,Representative,North Carolina,Republican,House
1095,Susan Wild,Wild,Representative,Pennsylvania,Democratic,House
1096,Suzan K. DelBene,DelBene,Representative,Washington,Democratic,House
1097,Suzanne Bonamici,Bonamici,Representative,Oregon,Democratic,House
1098,Suzanne M. Kosmas,Kosmas,Representative,Florida,Democratic,House
1099,Tammy Baldwin,Baldwin,Senator,Wisconsin,Democratic,Senate
1100,Tammy Duckworth,Duckworth,Senator,Illinois,Democratic,Senate
1101,Ted Budd,Budd,Representative,North Carolina,Republican,House
1102,Ted Cruz,Cruz,Senator,Texas,Republican,Senate
1103,Ted Lieu,Lieu,Representative,California,Democratic,House
1104,Ted Poe,Poe,Representative,Texas,Republican,House
1105,Ted S. Yoho,Yoho,Representative,Florida,Republican,House
1106,Ted Strickland,Strickland,Representative,Ohio,Democratic,House
1107,Ted Weiss,Weiss,Representative,New York,Democratic,House
1108,Terri A. Sewell,Sewell,Representative,Alabama,Democratic,House
1109,Terry Everett,Everett,Representative,Alabama,Republican,House
1110,Terry L. Bruce,Bruce,Representative,Illinois,Democratic,House
1111,Thad Cochran,Cochran,Senator,Mississippi,Republican,Senate
1112,Thaddeus G. McCotter,McCotter,Representative,Michigan,Republican,House
1113,Thelma D. Drake,Drake,Representative,Virginia,Republican,House
1114,Theodore E. Deutch,Deutch,Representative,Florida,Democratic,House
1115,Thom Tillis,Tillis,Senator,North Carolina,Republican,Senate
1116,Thomas A. Daschle,Daschle,Senator,South Dakota,Democratic,Senate
1117,Thomas E. Petri,Petri,Representative,Wisconsin,Republican,House
1118,Thomas G. Tancredo,Tancredo,Representative,Colorado,Republican,House
1119,Thomas J. (Jerry) Huckaby,Huckaby,Representative,Louisiana,Democratic,House
1120,Thomas J. Downey,Downey,Representative,New York,Democratic,House
1121,Thomas J. Manton,Manton,Representative,New York,Democratic,House
1122,Thomas J. Ridge,Ridge,Representative,Pennsylvania,Republican,House
1123,Thomas Joseph Tauke,Tauke,Representative,Iowa,Republican,House
1124,Thomas M. Foglietta,Foglietta,Representative,Pennsylvania,Democratic,House
1125,Thomas MacArthur,MacArthur,Representative,New Jersey,Republican,House
1126,Thomas Massie,Massie,Representative,Kentucky,Republican,House
1127,Thomas McMillen,McMillen,Representative,Maryland,Democratic,House
1128,Thomas P. Tiffany,Tiffany,Representative,Wisconsin,Republican,House
1129,Thomas R. Carper,Carper,Senator,Delaware,Democratic,Senate
1130,Thomas R. Suozzi,Suozzi,Representative,New York,Democratic,House
1131,Thomas S.P. Perriello,Perriello,Representative,Virginia,Democratic,House
1132,Thomas W. Ewing,Ewing,Representative,Illinois,Republican,House
1133,Tim Burchett,Burchett,Representative,Tennessee,Republican,House
1134,Tim Griffin,Griffin,Representative,Arkansas,Republican,House
1135,Tim Holden,Holden,Representative,Pennsylvania,Democratic,House
1136,Tim Huelskamp,Huelskamp,Representative,Kansas,Republican,House
1137,Tim Kaine,Kaine,Senator,Virginia,Democratic,Senate
1138,Tim Mahoney,Mahoney,Representative,Florida,Democratic,House
1139,Tim Valentine,Valentine,Representative,North Carolina,Democratic,House
1140,Tim Walberg,Walberg,Representative,Michigan,Republican,House
1141,Timothy J. Penny,Penny,Representative,Minnesota,Democratic,House
1142,Timothy J. Walz,Walz,Representative,Minnesota,Democratic,House
1143,Timothy Wirth,Wirth,Senator,Colorado,Democratic,Senate
1144,Toby Roth,Roth,Representative,Wisconsin,Republican,House
1145,Todd Rokita,Rokita,Representative,Indiana,Republican,House
1146,Todd Russell Platts,Platts,Representative,Pennsylvania,Republican,House
1147,Todd Tiahrt,Tiahrt,Representative,Kansas,Republican,House
1148,Tom Barlow,Barlow,Representative,Kentucky,Democratic,House
1149,Tom Bevill,Bevill,Representative,Alabama,Democratic,House
1150,Tom Bliley,Bliley,Representative,Virginia,Republican,House
1151,Tom Coburn,Coburn,Senator,Oklahoma,Republican,Senate
1152,Tom Cole,Cole,Representative,Oklahoma,Republican,House
1153,Tom Cotton,Cotton,Senator,Arkansas,Republican,Senate
1154,Tom DeLay,DeLay,Representative,Texas,Republican,House
1155,Tom Emmer,Emmer,Representative,Minnesota,Republican,House
1156,Tom Feeney,Feeney,Representative,Florida,Republican,House
1157,Tom Harkin,Harkin,Senator,Iowa,Democratic,Senate
1158,Tom Lantos,Lantos,Representative,California,Democratic,House
1159,Tom Latham,Latham,Representative,Iowa,Republican,House
1160,Tom Malinowski,Malinowski,Representative,New Jersey,Democratic,House
1161,Tom Marino,Marino,Representative,Pennsylvania,Republican,House
1162,Tom McClintock,McClintock,Representative,California,Republican,House
1163,Tom O'Halleran,O'Halleran,Representative,Arizona,Democratic,House
1164,Tom Osborne,Osborne,Representative,Nebraska,Republican,House
1165,Tom Sawyer,Sawyer,Representative,Ohio,Democratic,House
1166,Tommy F. Robinson,Robinson,Representative,Arkansas,Republican,House
1167,Tony Cardenas,Cardenas,Representative,California,Democratic,House
1168,Travis Childers,Childers,Representative,Mississippi,Democratic,House
1169,Trent Lott,Lott,Senator,Mississippi,Republican,Senate
1170,Trey Gowdy,Gowdy,Representative,South Carolina,Republican,House
1171,Trey Hollingsworth,Hollingsworth,Representative,Indiana,Republican,House
1172,Trey Radel,Radel,Representative,Florida,Republican,House
1173,Troy Balderson,Balderson,Representative,Ohio,Republican,House
1174,Tulsi Gabbard,Gabbard,Representative,Hawaii,Democratic,House
1175,Val Butler Demings,Demings,Representative,Florida,Democratic,House
1176,Van Hilleary,Hilleary,Representative,Tennessee,Republican,House
1177,Vance M. McAllister,McAllister,Representative,Louisiana,Republican,House
1178,Vern Buchanan,Buchanan,Representative,Florida,Republican,House
1179,Vernon J. Ehlers,Ehlers,Representative,Michigan,Republican,House
1180,Veronica Escobar,Escobar,Representative,Texas,Democratic,House
1181,Vic Fazio,Fazio,Representative,California,Democratic,House
1182,Vic Snyder,Snyder,Representative,Arkansas,Democratic,House
1183,Vicky Hartzler,Hartzler,Representative,Missouri,Republican,House
1184,Victor O. Frazer,Frazer,Delegate,Virgin Islands,Independent,House
1185,Vince Snowbarger,Snowbarger,Representative,Kansas,Republican,House
1186,"Virgil H., Jr. Goode",Goode,Representative,Virginia,Republican,House
1187,Virginia Foxx,Foxx,Representative,North Carolina,Republican,House
1188,Vito Fossella,Fossella,Representative,New York,Republican,House
1189,W. C. (Dan) Daniel,Daniel,Representative,Virginia,Democratic,House
1190,W. G. (Bill) Hefner,Hefner,Representative,North Carolina,Democratic,House
1191,W. Gregory Steube,Steube,Representative,Florida,Republican,House
1192,W. J. (Billy) Tauzin,Tauzin,Representative,Louisiana,Republican,House
1193,W. Todd Akin,Akin,Representative,Missouri,Republican,House
1194,Wally Herger,Herger,Representative,California,Republican,House
1195,Walter E. Fauntroy,Fauntroy,Delegate,District of Columbia,Democratic,House
1196,Walter Minnick,Minnick,Representative,Idaho,Democratic,House
1197,"Walter R., III Tucker",Tucker,Representative,California,Democratic,House
1198,Warren Davidson,Davidson,Representative,Ohio,Republican,House
1199,Warren Rudman,Rudman,Senator,New Hampshire,Republican,Senate
1200,Wayne Allard,Allard,Senator,Colorado,Republican,Senate
1201,Wayne Dowdy,Dowdy,Representative,Mississippi,Democratic,House
1202,Wayne T. Gilchrest,Gilchrest,Representative,Maryland,Republican,House
1203,Wes Cooley,Cooley,Representative,Oregon,Republican,House
1204,Will Hurd,Hurd,Representative,Texas,Republican,House
1205,William E. Dannemeyer,Dannemeyer,Representative,California,Republican,House
1206,William F. Goodling,Goodling,Representative,Pennsylvania,Republican,House
1207,"William F., Jr. Clinger",Clinger,Representative,Pennsylvania,Republican,House
1208,William H. Boner,Boner,Representative,Tennessee,Democratic,House
1209,William H. Frist,Frist,Senator,Tennessee,Republican,Senate
1210,William H. Natcher,Natcher,Representative,Kentucky,Democratic,House
1211,"William H., Jr. Zeliff",Zeliff,Representative,New Hampshire,Republican,House
1212,William J. Coyne,Coyne,Representative,Pennsylvania,Democratic,House
1213,William J. Hughes,Hughes,Representative,New Jersey,Democratic,House
1214,William J. Janklow,Janklow,Representative,South Dakota,Republican,House
1215,William J. Jefferson,Jefferson,Representative,Louisiana,Democratic,House
1216,William J. Martini,Martini,Representative,New Jersey,Republican,House
1217,William L. Dickinson,Dickinson,Representative,Alabama,Republican,House
1218,William L. Enyart,Enyart,Representative,Illinois,Democratic,House
1219,William M. Cowan,Cowan,Senator,Massachusetts,Democratic,Senate
1220,William Proxmire,Proxmire,Senator,Wisconsin,Democratic,Senate
1221,William R. IV Timmons,Timmons,Representative,South Carolina,Republican,House
1222,William R. Keating,Keating,Representative,Massachusetts,Democratic,House
1223,William S. Broomfield,Broomfield,Representative,Michigan,Republican,House
1224,William V. Roth Jr.,Roth Jr.,Senator,Delaware,Republican,Senate
1225,"Willis D., Jr. Gradison",Gradison,Representative,Ohio,Republican,House
1226,Xavier Becerra,Becerra,Representative,California,Democratic,House
1227,Xochitl Torres Small,Torres Small,Representative,New Mexico,Democratic,House
1228,Zach Wamp,Wamp,Representative,Tennessee,Republican,House
1229,Zachary T. Space,Space,Representative,Ohio,Democratic,House
1230,Zoe Lofgren,Lofgren,Representative,California,Democratic,House
1231,"A. Drew, IV Ferguson",Ferguson,Representative,Georgia,Republican,House
1232,Adam B. Schiff,Schiff,Representative,California,Democratic,House
1233,Adam Smith,Smith,Representative,Washington,Democratic,House
1234,Adrian Smith,Smith,Representative,Nebraska,Republican,House
1235,Al Green,Green,Representative,Texas,Democratic,House
1236,Alan J. Dixon,Dixon,Senator,Illinois,Democratic,Senate
1237,Alan K. Simpson,Simpson,Senator,Wyoming,Republican,Senate
1238,Alcee L. Hastings,Hastings,Representative,Florida,Democratic,House
1239,Alma S. Adams,Adams,Representative,North Carolina,Democratic,House
1240,Ander Crenshaw,Crenshaw,Representative,Florida,Republican,House
1241,Andre Carson,Carson,Representative,Indiana,Democratic,House
1242,"Andrew, Jr. Jacobs",Jacobs,Representative,Indiana,Democratic,House
1243,Andy Barr,Barr,Representative,Kentucky,Republican,House
1244,Andy Harris,Harris,Representative,Maryland,Republican,House
1245,Andy Kim,Kim,Representative,New Jersey,Democratic,House
1246,Andy Levin,Levin,Representative,Michigan,Democratic,House
1247,Angie Craig,Craig,Representative,Minnesota,Democratic,House
1248,"Angus S., Jr. King",King,Senator,Maine,Independent,Senate
1249,Anthony G. Brown,Brown,Representative,Maryland,Democratic,House
1250,Anthony Gonzalez,Gonzalez,Representative,Ohio,Republican,House
1251,Artur Davis,Davis,Representative,Alabama,Democratic,House
1252,Asa Hutchinson,Hutchinson,Representative,Arkansas,Republican,House
1253,Austin J. Murphy,Murphy,Representative,Pennsylvania,Democratic,House
1254,Austin Scott,Scott,Representative,Georgia,Republican,House
1255,Barbara Lee,Lee,Representative,California,Democratic,House
1256,Barbara-Rose Collins,Collins,Representative,Michigan,Democratic,House
1257,Baron P. Hill,Hill,Representative,Indiana,Democratic,House
1258,Ben Chandler,Chandler,Representative,Kentucky,Democratic,House
1259,Ben Jones,Jones,Representative,Georgia,Democratic,House
1260,Ben Nelson,Nelson,Senator,Nebraska,Democratic,Senate
1261,Ben Nighthorse Campbell,Campbell,Senator,Colorado,Republican,House
1262,Ben Nighthorse Campbell,Campbell,Senator,Colorado,Republican,Senate
1263,Ben Ray Lujan,Lujan,Representative,New Mexico,Democratic,House
1264,Benjamin Quayle,Quayle,Representative,Arizona,Republican,House
1265,Bennie G. Thompson,Thompson,Representative,Mississippi,Democratic,House
1266,Betsy Markey,Markey,Representative,Colorado,Democratic,House
1267,Betty McCollum,McCollum,Representative,Minnesota,Democratic,House
