Congress,bill_number,bill_type,action,main_action,object,member_id
116,2500,hr,"H.Amdt.546 Amendments en bloc (A040) offered by Ms. Horn, Kendra S. (consideration: CR H5677-5682 ; text: CR H5677-5682 )",house amendment offered,amendment,1554
116,2500,hr,"H.Amdt.545 Amendments en bloc (A039) offered by Ms. Horn, Kendra S. (consideration: CR H5673-5677 ; text: CR H5673-5677 )",house amendment offered,amendment,1554
116,2500,hr,"H.Amdt.544 Amendments en bloc (A038) offered by Ms. Horn, Kendra S. (consideration: CR H5665-5673 ; text: CR H5665-5669 )",house amendment offered,amendment,1554
116,2500,hr,"H.Amdt.543 Amendments en bloc (A037) offered by Ms. Horn, Kendra S.",house amendment offered,amendment,1554
116,2500,hr,"H.Amdt.542 Amendments en bloc (A036) offered by Ms. Horn, Kendra S. (consideration: CR H5655-5659 ; text: CR H5655-5658 )",house amendment offered,amendment,1554
116,2500,hr,H.Amdt.541 Amendments en bloc (A035) offered by Mr. Smith (WA). (consideration: CR H5650-5655 ; text: CR H5650-5652 ),house amendment offered,amendment,1233
116,2500,hr,H.Amdt.540 Amendments en bloc (A034) offered by Mr. Smith (WA). (consideration: CR H5646-5650 ; text: CR H5646-5648 ),house amendment offered,amendment,1233
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Amash amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Thornberry demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,750
116,2500,hr,H.Amdt.539 Amendment (A033) offered by Mr. Amash. (consideration: CR H5644-5646 ; text: CR H5644-5645 ),house amendment offered,amendment,683
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Lee (CA) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Lee (CA) demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1255
116,2500,hr,H.Amdt.538 Amendment (A032) offered by Ms. Lee (CA). (consideration: CR H5642-5644 ; text: CR H5642-5643 ),house amendment offered,amendment,1255
116,2500,hr,H.Amdt.537 Amendment (A031) offered by Mr. Pappas. (consideration: CR H5641- 5642 ; text: CR H5641 ),house amendment offered,amendment,1321
116,2500,hr,H.Amdt.536 Amendment (A030) offered by Mr. Huffman. (consideration: CR H5636-5638 ; text: CR H5636-5637 ),house amendment offered,amendment,527
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Raskin amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Lamborn demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,318
116,2500,hr,"H.Amdt.535 Amendment (A029) offered by Mr. Raskin. (consideration: CR H5634-5636 , H5640-5641 ; text: CR H5634-5635 )",house amendment offered,amendment,521
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Ted Lieu (CA) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Gibbs demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,107
116,2500,hr,"H.Amdt.534 Amendment (A028) offered by Mr. Lieu, Ted. (consideration: CR H5632-5634 , H5640 ; text: CR H5632-5633 )",house amendment offered,amendment,1103
116,2500,hr,H.Amdt.533 Amendment (A027) offered by Mr. Takano. (consideration: CR H5631-5632 ; text: CR H5631 ),house amendment offered,amendment,777
116,2500,hr,H.Amdt.532 Amendments en bloc (A026) offered by Mr. Smith (WA). (consideration: CR H5624-5631 ; text: CR H5624-5629 ),house amendment offered,amendment,1233
116,2500,hr,H.Amdt.531 Amendment (A025) offered by Mr. Langevin. (consideration: CR H5622-5624 ; text: CR H5622 ),house amendment offered,amendment,516
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Frankel amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Lamborn demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,318
116,2500,hr,"H.Amdt.530 Amendment (A024) offered by Ms. Frankel. (consideration: CR H5620-5622 , H5639-5640 ; text: CR H5620-5621 )",house amendment offered,amendment,733
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Blumenauer amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Blumenauer demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,328
116,2500,hr,"H.Amdt.529 Amendment (A023) offered by Mr. Blumenauer. (consideration: CR H5618-5620 , H5638-5639 ; text: CR H5618-5619 )",house amendment offered,amendment,328
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Blumenauer amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Turner demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1622
116,2500,hr,"H.Amdt.528 Amendment (A022) offered by Mr. Blumenauer. (consideration: CR H5616-5618 , H5638 ; text: CR H5616-5617 )",house amendment offered,amendment,328
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Engel amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Cheney demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1582
116,2500,hr,H.Amdt.527 Amendment (A021) offered by Mr. Engel. (consideration: CR H5603-5606 ; text: CR H5603-5604 ),house amendment offered,amendment,348
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Engel amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Stefanik demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,349
116,2500,hr,H.Amdt.526 Amendment (A020) offered by Mr. Engel. (consideration: CR H5601-5603 ; text: CR H5601-5602 ),house amendment offered,amendment,348
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Cicilline amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Thornberry demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,750
116,2500,hr,H.Amdt.525 Amendment (A019) offered by Mr. Cicilline. (consideration: CR H5599-5601 ; text: CR H5560 ),house amendment offered,amendment,263
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Smith (WA) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Zeldin demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,724
116,2500,hr,H.Amdt.524 Amendment (A018) offered by Mr. Smith (WA). (consideration: CR H5598-5599 ; text: CR H5598 ),house amendment offered,amendment,1233
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Ted Lieu amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Zeldin demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,724
116,2500,hr,"H.Amdt.523 Amendment (A017) offered by Mr. Lieu, Ted. (consideration: CR H5596-5598 ; text: CR H 5596)",house amendment offered,amendment,1103
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Ted Lieu amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Zeldin demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,724
116,2500,hr,"H.Amdt.522 Amendment (A016) offered by Mr. Lieu, Ted. (consideration: CR H5596 ; text: CR H5596 )",house amendment offered,amendment,1103
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Sherman amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Wright demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1705
116,2500,hr,H.Amdt.521 Amendment (A015) offered by Mr. Sherman. (consideration: CR H5595-5596 ; text: CR H5595 ),house amendment offered,amendment,125
116,2500,hr,Mr. Smith (WA) moved that the Committee rise.,house committee/subcommittee actions,house bill,1233
116,2500,hr,H.Amdt.520 Amendments en bloc (A014) offered by Mr. Smith (WA). (consideration: CR H5568-5575 ; text: CR H5568-5575 ),house amendment offered,amendment,1233
116,2500,hr,H.Amdt.519 Amendments en bloc (A013) offered by Mr. Smith (WA). (consideration: CR H5563-5568 ; text: CR H5563-5567 ),house amendment offered,amendment,1233
116,2500,hr,H.Amdt.518 Amendments en bloc (A012) offered by Mr. Smith (WA). (consideration: CR H5558-5563 ; text: CR H5558-5563 ),house amendment offered,amendment,1233
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Smith (WA) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Hice (GA) demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,584
116,2500,hr,H.Amdt.517 Amendment (A011) offered by Mr. Smith (WA). (consideration: CR H5557-5558 ; text: CR H5557 ),house amendment offered,amendment,1233
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Omar amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Lamborn demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,318
116,2500,hr,H.Amdt.516 Amendment (A010) offered by Ms. Omar. (consideration: CR H5555-5557 ; text: CR H5555 ),house amendment offered,amendment,477
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Shalala amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Foxx (NC) demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1187
116,2500,hr,H.Amdt.515 Amendment (A009) offered by Ms. Shalala. (consideration: CR H5554-5555 ; text: CR H5554 ),house amendment offered,amendment,315
116,2500,hr,H.Amdt.514 Amendment (A008) offered by Mr. Connolly. (consideration: CR H5552-5554 ; text: CR H5552-5553 ),house amendment offered,amendment,416
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Connolly amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Hice (GA) demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,584
116,2500,hr,H.Amdt.513 Amendment (A007) offered by Mr. Connolly. (consideration: CR H5551-5552 ; text: CR H5551 ),house amendment offered,amendment,416
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Torres (CA) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Barr demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1243
116,2500,hr,H.Amdt.512 Amendment (A006) offered by Mrs. Torres (CA). (consideration: CR H5550-5551 ; text: CR H5550 ),house amendment offered,amendment,1644
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Brindisi amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Thornberry demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,750
116,2500,hr,H.Amdt.511 Amendment (A005) offered by Mr. Brindisi. (consideration: CR H5549-5550 ; text: CR H5549 ),house amendment offered,amendment,41
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Speier amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Speier demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,491
116,2500,hr,H.Amdt.510 Amendment (A004) offered by Ms. Speier. (consideration: CR H5547-5549 ; text: CR H5547-5548 ),house amendment offered,amendment,491
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Speier amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Speier demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,491
116,2500,hr,H.Amdt.509 Amendment (A003) offered by Ms. Speier. (consideration: CR H5546-5547 ; text: CR H5546 ),house amendment offered,amendment,491
116,2500,hr,H.Amdt.508 Amendments en bloc (A002) offered by Mr. Smith (WA). (consideration: CR H5534-5546 ; text: CR H5534-5545 ),house amendment offered,amendment,1233
116,2500,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Smith (WA) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Stefanik demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,349
116,2500,hr,H.Amdt.507 Amendment (A001) offered by Mr. Smith (WA). (consideration: CR H5533-5534 ; text: CR H5533 ),house amendment offered,amendment,1233
116,2502,hr,Mr. DeFazio moved to suspend the rules and pass the bill.,house floor actions,house bill,910
116,2507,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,2513,hr,Mr. Davidson (OH) moved to recommit with instructions to the Committee on Financial Services. (text: CR H8368 ),house committee/subcommittee actions,house bill,1198
116,2513,hr,Ms. Waters moved that the Committee rise.,house committee/subcommittee actions,house bill,804
116,2513,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Davidson (OH) amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the noes had prevailed. Ms. Waters demanded a recorded vote, and the Chair postponed further proceedings on adoption of the amendment until a time to be announced.",other house amendment actions,amendment,804
116,2513,hr,"H.Amdt.637 Amendment (A005) offered by Mr. Davidson (OH). (consideration: CR H8338-8339 , H8367-8368 ; text: CR H8338 )",house amendment offered,amendment,1198
116,2513,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Carolyn B. Maloney (NY) amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the ayes had prevailed. Mr. McHenry demanded a recorded vote, and the Chair postponed further proceedings on adoption of the amendment until a time to be announced.",other house amendment actions,amendment,889
116,2513,hr,H.Amdt.635 Amendment (A003) offered by Mr. Brown (MD). (consideration: CR H8336-8337 ; text: CR H8336 ),house amendment offered,amendment,1249
116,2513,hr,H.Amdt.634 Amendment (A002) offered by Mr. Hill (AR). (consideration: CR H8335-8336 ; text: CR H8335 ),house amendment offered,amendment,1457
116,2513,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Burgess amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the ayes had prevailed. Ms. Waters demanded a recorded vote, and the Chair postponed further proceedings on adoption of the amendment until a time to be announced.",other house amendment actions,amendment,804
116,2513,hr,"H.Amdt.633 Amendment (A001) offered by Mr. Burgess. (consideration: CR H8335 , H8366 ; text: CR H8335 )",house amendment offered,amendment,815
116,2519,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,2515,hr,"Ms. Waters moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,804
116,2534,hr,H.Amdt.697 Amendment (A002) offered by Mr. Huizenga. (consideration: CR H9276-9278 ; text: CR H9276 ),house amendment offered,amendment,85
116,2534,hr,H.Amdt.696 Amendment (A001) offered by Mr. McHenry. (consideration: CR H9275-9276 ; text: CR H9275 ),house amendment offered,amendment,889
116,2546,hr,Mr. McClintock moved to recommit with instructions to the Committee on Natural Resources. (text: CR H1110 ),house committee/subcommittee actions,house bill,1162
116,2546,hr,Ms. DeGette moved that the committee rise.,house floor actions,house bill,294
116,2546,hr,H.Amdt.800 Amendment (A012) offered by Ms. Schrier. (consideration: CR H1103-1104 ; text: CR H1104 ),house amendment offered,amendment,707
116,2546,hr,H.Amdt.799 Amendment (A011) offered by Mr. Kilmer. (consideration: CR H1102-1103 ; text: CR H1102-1103 ),house amendment offered,amendment,292
116,2546,hr,H.Amdt.798 Amendment (A010) offered by Mr. Tipton. (consideration: CR H1101-1102 ; text: CR H1102 ),house amendment offered,amendment,1041
116,2546,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Tipton amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the noes had prevailed. Mr. Tipton demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1041
116,2546,hr,"H.Amdt.797 Amendment (A009) offered by Mr. Tipton. (consideration: CR H1097-1101 , H1109-1110 ; text: CR H1097 )",house amendment offered,amendment,1041
116,2546,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Cunningham amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the ayes had prevailed. Mr. Cunningham demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1502
116,2546,hr,"H.Amdt.796 Amendment (A008) offered by Mr. Cunningham. (consideration: CR H1096-1097 , H1109 ; text: CR H1096 )",house amendment offered,amendment,1502
116,2546,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Westerman amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the noes had prevailed. Mr. Westerman demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,136
116,2546,hr,"H.Amdt.795 Amendment (A007) offered by Mr. Westerman. (consideration: CR H1095-1096 , H1108-1109 ; text: CR H1095 )",house amendment offered,amendment,136
116,2546,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Westerman amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the noes had prevailed. Mr. Westerman demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,136
116,2546,hr,"H.Amdt.794 Amendment (A006) offered by Mr. Westerman. (consideration: CR H1094-1095 , H1107-1108 ; text: CR H1094 )",house amendment offered,amendment,136
116,2546,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Panetta amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the ayes had prevailed. Mr. Panetta demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1497
116,2546,hr,"H.Amdt.793 Amendment (A005) offered by Mr. Panetta. (consideration: CR H1093-1094 , H1107 ; text: CR H1093 )",house amendment offered,amendment,1497
116,2546,hr,H.Amdt.792 Amendment (A004) offered by Mr. Brown (MD). (consideration: CR H1092-1093 ; text: CR H1092 ),house amendment offered,amendment,1249
116,2546,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the McClintock amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the noes had prevailed. Mr. McClintock demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1162
116,2546,hr,"H.Amdt.791 Amendment (A003) offered by Mr. McClintock. (consideration: CR H1091-1092 , H1106-1107 ; text: CR H1091 )",house amendment offered,amendment,1162
116,2546,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the McClintock amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the noes had prevailed. Mr. McClintock demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1162
116,2546,hr,"H.Amdt.790 Amendment (A002) offered by Mr. McClintock. (consideration: CR H1090-1091 , H1105-1106 ; text: CR H1090 )",house amendment offered,amendment,1162
116,2546,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the DeGette amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the ayes had prevailed. Mr. Tipton demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1041
116,2546,hr,"H.Amdt.789 Amendment (A001) offered by Ms. DeGette. (consideration: CR H1089-1090 , H1105 ; text: CR H1089 )",house amendment offered,amendment,294
116,2548,hr,"Mrs. Fletcher moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1583
116,255,hr,"Mr. Huffman moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,527
116,2574,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate, the Chair put the question on passage of H.R. 2574 , and announced by voice vote that the ayes had prevailed. Ms. Foxx (NC) demanded the yeas and nays and the Chair postponed further proceedings on passage until a time to be announced.",house floor actions,house bill,1187
116,2574,hr,H.Amdt.882 Amendment (A002) offered by Mr. Scott (VA). (consideration: CR H4473-4474 ; text: CR H4443 ),house amendment offered,amendment,1681
116,2574,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Foxx (NC) motion to recommit with instructions, the Chair put the question on agreeing to the motion and by voice vote, announced that the noes had prevailed. Ms. Foxx (NC) demanded the yeas and nays and the Chair postponed further proceedings on adoption of the motion to recommit with instructions until a time to be announced.",house floor actions,house bill,1187
116,2574,hr,Ms. Foxx (NC) moved to recommit with instructions to the Committee on Education and Labor. (text: CR H4443 ),house committee/subcommittee actions,house bill,1187
116,2578,hr,Ms. Waters moved to suspend the rules and pass the bill.,house floor actions,house bill,804
116,2589,hr,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-286 .,senate committee/subcommittee actions,house bill,1701
116,2589,hr,"Ms. Jackson Lee moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,550
116,2590,hr,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-97 .,senate committee/subcommittee actions,house bill,1701
116,2590,hr,"Mr. Correa moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,483
116,259,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,2609,hr,Mr. Correa moved to suspend the rules and pass the bill.,house floor actions,house bill,483
116,2615,hr,"Mr. Engel moved to suspend the rules and pass the bill, as amended. (consideration: CR H5780-5786 )",house floor actions,house bill,348
116,2613,hr,Mr. San Nicolas moved to suspend the rules and pass the bill.,house floor actions,house bill,822
116,2639,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Moulton amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Ms. Foxx (NC) demanded the yeas and nays and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1187
116,2639,hr,"H.Amdt.880 Amendment (A006) offered by Mr. Moulton. (consideration: CR H4412-4413 , H4414-4415 ; text: CR H4412 )",house amendment offered,amendment,1045
116,2639,hr,H.Amdt.879 Amendment (A005) offered by Ms. Dean. (consideration: CR H4411-4412 ; text: CR H4411 ),house amendment offered,amendment,751
116,2639,hr,H.Amdt.878 Amendments en bloc (A004) offered by Ms. Fudge. (consideration: CR H4409-4411 ; text: CR H4409-4410 ),house amendment offered,amendment,755
116,2639,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Allen amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Allen demanded the yeas and nays and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1676
116,2639,hr,"H.Amdt.877 Amendment (A003) offered by Mr. Allen. (consideration: CR H4408-4409 , H4413-4414 ; text: CR H4408 )",house amendment offered,amendment,1676
116,2639,hr,H.Amdt.876 Amendment (A002) offered by Mrs. Torres (CA). (consideration: CR H4407-4408 ; text: CR H4407 ),house amendment offered,amendment,1644
116,263,hr,Mr. Huffman moved to suspend the rules and pass the bill.,house floor actions,house bill,527
116,2647,hr,"Ms. Schakowsky moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,524
116,264,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Graves (GA) motion to recommit with instructions, the Chair put the question on the motion to recommit and by voice vote announced that the noes had prevailed. Mr. Graves (GA) demanded the yeas and nays and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house bill,1775
116,264,hr,Mr. Graves (GA) moved to recommit with instructions to the Committee on Appropriations. (text: CR H337 ),house committee/subcommittee actions,house bill,1775
116,265,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the motion to recommit with instructions, the Chair put the question on the motion, and by voice vote, announced that the ayes had prevailed. Mr. Aderholt demanded the yeas and nays and the Chair postponed further proceedings on the motion to recommit with instructions until a time to be announced.",house floor actions,house bill,974
116,265,hr,Mr. Aderholt moved to recommit with instructions to the Committee on Appropriations. (text: CR H397 ),house committee/subcommittee actions,house bill,974
116,267,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Diaz-Balart motion to recommit with instructions, the Chair put the question on the motion to recommit and by voice vote announced that the noes had prevailed. Mr. Diaz-Balart demanded the yeas and nays and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house bill,1594
116,267,hr,Mr. Diaz-Balart moved to recommit with instructions to the Committee on Appropriations. (text: CR H438 ),house committee/subcommittee actions,house bill,1594
116,268,hr,Motion by Senator McConnell to reconsider the vote by which cloture on H.R. 268 was not invoked ( Record Vote No. 56 ) entered in Senate.,senate floor actions,house bill,858
116,268,hr,S.Amdt.201 Motion by Senator McConnell to reconsider the vote by which cloture was not invoked on amendment SA 201 ( Record Vote No. 55 ) entered in Senate.,other senate amendment actions,amendment,858
116,268,hr,S.Amdt.216 Amendment SA 216 proposed by Senator McConnell to Amendment SA 215 . (consideration: CR S2065 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,268,hr,S.Amdt.215 Amendment SA 215 proposed by Senator McConnell to language proposed to be stricken by amendment no. 201. (consideration: CR S2065 ) To change the enactment date.,senate amendment proposed (on the floor),amendment,858
116,268,hr,S.Amdt.214 Amendment SA 214 proposed by Senator McConnell to Amendment SA 213 . (consideration: CR S2065 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,268,hr,S.Amdt.213 Amendment SA 213 proposed by Senator McConnell to Amendment SA 201 . (consideration: CR S2065 ) To change the enactment date.,senate amendment proposed (on the floor),amendment,858
116,268,hr,S.Amdt.201 Amendment SA 201 proposed by Senator Shelby. (consideration: CR S2064 ) In the nature of a substitute.,senate amendment proposed (on the floor),amendment,950
116,268,hr,S.Amdt.6 Amendment SA 6 proposed by Senator Schumer. (consideration: CR S325 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,161
116,268,hr,S.Amdt.5 Amendment SA 5 proposed by Senator McConnell for Senator Shelby. (consideration: CR S325 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,268,hr,Mr. Dunn moved to recommit with instructions to the Committee on Appropriations. (text: CR H660 ),house committee/subcommittee actions,house bill,1641
116,268,hr,"VACATED PROCEEDINGS - Mr. Stewart asked unanimous consent to vacate the proceedings on Stewart amendment No. 6 in Part B of House Report 116-2 , which was postponed, to the end that the Chair put the question de novo. Agreed to without objection.",other house amendment actions,amendment,184
116,268,hr,H.Amdt.15 Amendment (A014) offered by Mr. Sablan. (consideration: CR H658 ; text: CR H658 ),house amendment offered,amendment,437
116,268,hr,H.Amdt.14 Amendment (A013) offered by Mr. Sablan. (consideration: CR H656-658 ; text: CR H656 ),house amendment offered,amendment,437
116,268,hr,H.Amdt.13 Amendment (A012) offered by Ms. Jayapal. (consideration: CR H655-656 ; text: CR H655 ),house amendment offered,amendment,929
116,268,hr,H.Amdt.12 Amendment (A011) offered by Mr. Westerman. (consideration: CR H654-655 ; text: CR H654 ),house amendment offered,amendment,136
116,268,hr,H.Amdt.11 Amendment (A010) offered by Mr. Richmond. (consideration: CR H653-654 ; text: CR H653 ),house amendment offered,amendment,157
116,268,hr,H.Amdt.10 Amendment (A009) offered by Mr. Graves (LA). (consideration: CR H652-653 ; text: CR H652 ),house amendment offered,amendment,1418
116,268,hr,H.Amdt.9 Amendment (A008) offered by Mr. Thompson (CA). (consideration: CR H652 ; text: CR H652 ),house amendment offered,amendment,1635
116,268,hr,"H.Amdt.8 Amendment (A007) offered by Mr. Thompson (CA). (consideration: CR H651-652 , text: CR H651 )",house amendment offered,amendment,1635
