,date_str,sp500,djia,date_ex1,date_ex2,date_ex3
600,2020-07-22,3276.02,27005.84,July 22 2020,"Wednesday, 2020-07-22","Jul-22, 20"
601,2020-07-23,3235.66,26652.33,July 23 2020,"Thursday, 2020-07-23","Jul-23, 20"
602,2020-07-24,3215.63,26469.89,July 24 2020,"Friday, 2020-07-24","Jul-24, 20"
603,2020-07-27,3239.41,26584.77,July 27 2020,"Monday, 2020-07-27","Jul-27, 20"
604,2020-07-28,3218.44,26379.28,July 28 2020,"Tuesday, 2020-07-28","Jul-28, 20"
605,2020-07-29,3258.44,26539.57,July 29 2020,"Wednesday, 2020-07-29","Jul-29, 20"
606,2020-07-30,3246.22,26313.65,July 30 2020,"Thursday, 2020-07-30","Jul-30, 20"
607,2020-07-31,3271.12,26428.32,July 31 2020,"Friday, 2020-07-31","Jul-31, 20"
608,2020-08-03,3294.61,26664.4,August 03 2020,"Monday, 2020-08-03","Aug-03, 20"
609,2020-08-04,3306.51,26828.47,August 04 2020,"Tuesday, 2020-08-04","Aug-04, 20"
610,2020-08-05,3327.77,27201.52,August 05 2020,"Wednesday, 2020-08-05","Aug-05, 20"
611,2020-08-06,3349.16,27386.98,August 06 2020,"Thursday, 2020-08-06","Aug-06, 20"
612,2020-08-07,3351.28,27433.48,August 07 2020,"Friday, 2020-08-07","Aug-07, 20"
613,2020-08-10,3360.47,27791.44,August 10 2020,"Monday, 2020-08-10","Aug-10, 20"
614,2020-08-11,3333.69,27686.91,August 11 2020,"Tuesday, 2020-08-11","Aug-11, 20"
615,2020-08-12,3380.35,27976.84,August 12 2020,"Wednesday, 2020-08-12","Aug-12, 20"
616,2020-08-13,3373.43,27896.72,August 13 2020,"Thursday, 2020-08-13","Aug-13, 20"
617,2020-08-14,3372.85,27931.02,August 14 2020,"Friday, 2020-08-14","Aug-14, 20"
618,2020-08-17,3381.99,27844.91,August 17 2020,"Monday, 2020-08-17","Aug-17, 20"
619,2020-08-18,3389.78,27778.07,August 18 2020,"Tuesday, 2020-08-18","Aug-18, 20"
620,2020-08-19,3374.85,27692.88,August 19 2020,"Wednesday, 2020-08-19","Aug-19, 20"
621,2020-08-20,3385.51,27739.73,August 20 2020,"Thursday, 2020-08-20","Aug-20, 20"
622,2020-08-21,3397.16,27930.33,August 21 2020,"Friday, 2020-08-21","Aug-21, 20"
623,2020-08-24,3431.28,28308.46,August 24 2020,"Monday, 2020-08-24","Aug-24, 20"
624,2020-08-25,3443.62,28248.44,August 25 2020,"Tuesday, 2020-08-25","Aug-25, 20"
625,2020-08-26,3478.73,28331.92,August 26 2020,"Wednesday, 2020-08-26","Aug-26, 20"
626,2020-08-27,3484.55,28492.27,August 27 2020,"Thursday, 2020-08-27","Aug-27, 20"
627,2020-08-28,3508.01,28653.87,August 28 2020,"Friday, 2020-08-28","Aug-28, 20"
628,2020-08-31,3500.31,28430.05,August 31 2020,"Monday, 2020-08-31","Aug-31, 20"
629,2020-09-01,3526.65,28645.66,September 01 2020,"Tuesday, 2020-09-01","Sep-01, 20"
630,2020-09-02,3580.84,29100.5,September 02 2020,"Wednesday, 2020-09-02","Sep-02, 20"
631,2020-09-03,3455.06,28292.73,September 03 2020,"Thursday, 2020-09-03","Sep-03, 20"
632,2020-09-04,3426.96,28133.31,September 04 2020,"Friday, 2020-09-04","Sep-04, 20"
633,2020-09-07,,,September 07 2020,"Monday, 2020-09-07","Sep-07, 20"
634,2020-09-08,3331.84,27500.89,September 08 2020,"Tuesday, 2020-09-08","Sep-08, 20"
635,2020-09-09,3398.96,27940.47,September 09 2020,"Wednesday, 2020-09-09","Sep-09, 20"
636,2020-09-10,3339.19,27534.58,September 10 2020,"Thursday, 2020-09-10","Sep-10, 20"
637,2020-09-11,3340.97,27665.64,September 11 2020,"Friday, 2020-09-11","Sep-11, 20"
638,2020-09-14,3383.54,27993.33,September 14 2020,"Monday, 2020-09-14","Sep-14, 20"
639,2020-09-15,3401.2,27995.6,September 15 2020,"Tuesday, 2020-09-15","Sep-15, 20"
640,2020-09-16,3385.49,28032.38,September 16 2020,"Wednesday, 2020-09-16","Sep-16, 20"
641,2020-09-17,3357.01,27901.98,September 17 2020,"Thursday, 2020-09-17","Sep-17, 20"
642,2020-09-18,3319.47,27657.42,September 18 2020,"Friday, 2020-09-18","Sep-18, 20"
643,2020-09-21,3281.06,27147.7,September 21 2020,"Monday, 2020-09-21","Sep-21, 20"
644,2020-09-22,3315.57,27288.18,September 22 2020,"Tuesday, 2020-09-22","Sep-22, 20"
645,2020-09-23,3236.92,26763.13,September 23 2020,"Wednesday, 2020-09-23","Sep-23, 20"
646,2020-09-24,3246.59,26815.44,September 24 2020,"Thursday, 2020-09-24","Sep-24, 20"
647,2020-09-25,3298.46,27173.96,September 25 2020,"Friday, 2020-09-25","Sep-25, 20"
648,2020-09-28,3351.6,27584.06,September 28 2020,"Monday, 2020-09-28","Sep-28, 20"
649,2020-09-29,3335.47,27452.66,September 29 2020,"Tuesday, 2020-09-29","Sep-29, 20"
650,2020-09-30,3363.0,27781.7,September 30 2020,"Wednesday, 2020-09-30","Sep-30, 20"
651,2020-10-01,3380.8,27816.9,October 01 2020,"Thursday, 2020-10-01","Oct-01, 20"
652,2020-10-02,3348.44,27682.81,October 02 2020,"Friday, 2020-10-02","Oct-02, 20"
653,2020-10-05,3408.63,28148.64,October 05 2020,"Monday, 2020-10-05","Oct-05, 20"
654,2020-10-06,3360.95,27772.76,October 06 2020,"Tuesday, 2020-10-06","Oct-06, 20"
655,2020-10-07,3419.45,28303.46,October 07 2020,"Wednesday, 2020-10-07","Oct-07, 20"
656,2020-10-08,3446.83,28425.51,October 08 2020,"Thursday, 2020-10-08","Oct-08, 20"
657,2020-10-09,3477.13,28586.9,October 09 2020,"Friday, 2020-10-09","Oct-09, 20"
658,2020-10-12,3534.22,28837.52,October 12 2020,"Monday, 2020-10-12","Oct-12, 20"
659,2020-10-13,3511.93,28679.81,October 13 2020,"Tuesday, 2020-10-13","Oct-13, 20"
660,2020-10-14,3488.67,28514.0,October 14 2020,"Wednesday, 2020-10-14","Oct-14, 20"
661,2020-10-15,3483.34,28494.2,October 15 2020,"Thursday, 2020-10-15","Oct-15, 20"
662,2020-10-16,3483.81,28606.31,October 16 2020,"Friday, 2020-10-16","Oct-16, 20"
663,2020-10-19,3426.92,28195.42,October 19 2020,"Monday, 2020-10-19","Oct-19, 20"
664,2020-10-20,3443.12,28308.79,October 20 2020,"Tuesday, 2020-10-20","Oct-20, 20"
665,2020-10-21,3435.56,28210.82,October 21 2020,"Wednesday, 2020-10-21","Oct-21, 20"
666,2020-10-22,3453.49,28363.66,October 22 2020,"Thursday, 2020-10-22","Oct-22, 20"
667,2020-10-23,3465.39,28335.57,October 23 2020,"Friday, 2020-10-23","Oct-23, 20"
668,2020-10-26,3400.97,27685.38,October 26 2020,"Monday, 2020-10-26","Oct-26, 20"
669,2020-10-27,3390.68,27463.19,October 27 2020,"Tuesday, 2020-10-27","Oct-27, 20"
670,2020-10-28,3271.03,26519.95,October 28 2020,"Wednesday, 2020-10-28","Oct-28, 20"
671,2020-10-29,3310.11,26659.11,October 29 2020,"Thursday, 2020-10-29","Oct-29, 20"
672,2020-10-30,3269.96,26501.6,October 30 2020,"Friday, 2020-10-30","Oct-30, 20"
673,2020-11-02,3310.24,26925.05,November 02 2020,"Monday, 2020-11-02","Nov-02, 20"
674,2020-11-03,3369.16,27480.03,November 03 2020,"Tuesday, 2020-11-03","Nov-03, 20"
675,2020-11-04,3443.44,27847.66,November 04 2020,"Wednesday, 2020-11-04","Nov-04, 20"
676,2020-11-05,3510.45,28390.18,November 05 2020,"Thursday, 2020-11-05","Nov-05, 20"
677,2020-11-06,3509.44,28323.4,November 06 2020,"Friday, 2020-11-06","Nov-06, 20"
678,2020-11-09,3550.5,29157.97,November 09 2020,"Monday, 2020-11-09","Nov-09, 20"
679,2020-11-10,3545.53,29420.92,November 10 2020,"Tuesday, 2020-11-10","Nov-10, 20"
680,2020-11-11,3572.66,29397.63,November 11 2020,"Wednesday, 2020-11-11","Nov-11, 20"
681,2020-11-12,3537.01,29080.17,November 12 2020,"Thursday, 2020-11-12","Nov-12, 20"
682,2020-11-13,3585.15,29479.81,November 13 2020,"Friday, 2020-11-13","Nov-13, 20"
683,2020-11-16,3626.91,29950.44,November 16 2020,"Monday, 2020-11-16","Nov-16, 20"
684,2020-11-17,3609.53,29783.35,November 17 2020,"Tuesday, 2020-11-17","Nov-17, 20"
685,2020-11-18,3567.79,29438.42,November 18 2020,"Wednesday, 2020-11-18","Nov-18, 20"
686,2020-11-19,3581.87,29483.23,November 19 2020,"Thursday, 2020-11-19","Nov-19, 20"
687,2020-11-20,3557.54,29263.48,November 20 2020,"Friday, 2020-11-20","Nov-20, 20"
688,2020-11-23,3577.59,29591.27,November 23 2020,"Monday, 2020-11-23","Nov-23, 20"
689,2020-11-24,3635.41,30046.24,November 24 2020,"Tuesday, 2020-11-24","Nov-24, 20"
690,2020-11-25,3629.65,29872.47,November 25 2020,"Wednesday, 2020-11-25","Nov-25, 20"
691,2020-11-26,,,November 26 2020,"Thursday, 2020-11-26","Nov-26, 20"
692,2020-11-27,3638.35,29910.37,November 27 2020,"Friday, 2020-11-27","Nov-27, 20"
693,2020-11-30,3621.63,29638.64,November 30 2020,"Monday, 2020-11-30","Nov-30, 20"
694,2020-12-01,3662.45,29823.92,December 01 2020,"Tuesday, 2020-12-01","Dec-01, 20"
695,2020-12-02,3669.01,29883.79,December 02 2020,"Wednesday, 2020-12-02","Dec-02, 20"
696,2020-12-03,3666.72,29969.52,December 03 2020,"Thursday, 2020-12-03","Dec-03, 20"
697,2020-12-04,3699.12,30218.26,December 04 2020,"Friday, 2020-12-04","Dec-04, 20"
698,2020-12-07,3691.96,30069.79,December 07 2020,"Monday, 2020-12-07","Dec-07, 20"
699,2020-12-08,3702.25,30173.88,December 08 2020,"Tuesday, 2020-12-08","Dec-08, 20"
700,2020-12-09,3672.82,30068.81,December 09 2020,"Wednesday, 2020-12-09","Dec-09, 20"
701,2020-12-10,3668.1,29999.26,December 10 2020,"Thursday, 2020-12-10","Dec-10, 20"
702,2020-12-11,3663.46,30046.37,December 11 2020,"Friday, 2020-12-11","Dec-11, 20"
703,2020-12-14,3647.49,29861.55,December 14 2020,"Monday, 2020-12-14","Dec-14, 20"
704,2020-12-15,3694.62,30199.31,December 15 2020,"Tuesday, 2020-12-15","Dec-15, 20"
705,2020-12-16,3701.17,30154.54,December 16 2020,"Wednesday, 2020-12-16","Dec-16, 20"
706,2020-12-17,3722.48,30303.37,December 17 2020,"Thursday, 2020-12-17","Dec-17, 20"
707,2020-12-18,3709.41,30179.05,December 18 2020,"Friday, 2020-12-18","Dec-18, 20"
708,2020-12-21,3694.92,30216.45,December 21 2020,"Monday, 2020-12-21","Dec-21, 20"
709,2020-12-22,3687.26,30015.51,December 22 2020,"Tuesday, 2020-12-22","Dec-22, 20"
710,2020-12-23,3690.01,30129.83,December 23 2020,"Wednesday, 2020-12-23","Dec-23, 20"
711,2020-12-24,3703.06,30199.87,December 24 2020,"Thursday, 2020-12-24","Dec-24, 20"
712,2020-12-25,,,December 25 2020,"Friday, 2020-12-25","Dec-25, 20"
713,2020-12-28,3735.36,30403.97,December 28 2020,"Monday, 2020-12-28","Dec-28, 20"
714,2020-12-29,3727.04,30335.67,December 29 2020,"Tuesday, 2020-12-29","Dec-29, 20"
715,2020-12-30,3732.04,30409.56,December 30 2020,"Wednesday, 2020-12-30","Dec-30, 20"
716,2020-12-31,3756.07,30606.48,December 31 2020,"Thursday, 2020-12-31","Dec-31, 20"
717,2021-01-01,,,January 01 2021,"Friday, 2021-01-01","Jan-01, 21"
718,2021-01-04,3700.65,30223.89,January 04 2021,"Monday, 2021-01-04","Jan-04, 21"
719,2021-01-05,3726.86,30391.6,January 05 2021,"Tuesday, 2021-01-05","Jan-05, 21"
720,2021-01-06,3748.14,30829.4,January 06 2021,"Wednesday, 2021-01-06","Jan-06, 21"
721,2021-01-07,3803.79,31041.13,January 07 2021,"Thursday, 2021-01-07","Jan-07, 21"
722,2021-01-08,3824.68,31097.97,January 08 2021,"Friday, 2021-01-08","Jan-08, 21"
723,2021-01-11,3799.61,31008.69,January 11 2021,"Monday, 2021-01-11","Jan-11, 21"
724,2021-01-12,3801.19,31068.69,January 12 2021,"Tuesday, 2021-01-12","Jan-12, 21"
725,2021-01-13,3809.84,31060.47,January 13 2021,"Wednesday, 2021-01-13","Jan-13, 21"
726,2021-01-14,3795.54,30991.52,January 14 2021,"Thursday, 2021-01-14","Jan-14, 21"
727,2021-01-15,3768.25,30814.26,January 15 2021,"Friday, 2021-01-15","Jan-15, 21"
728,2021-01-18,,,January 18 2021,"Monday, 2021-01-18","Jan-18, 21"
729,2021-01-19,3798.91,30930.52,January 19 2021,"Tuesday, 2021-01-19","Jan-19, 21"
730,2021-01-20,3851.85,31188.38,January 20 2021,"Wednesday, 2021-01-20","Jan-20, 21"
731,2021-01-21,3853.07,31176.01,January 21 2021,"Thursday, 2021-01-21","Jan-21, 21"
732,2021-01-22,3841.47,30996.98,January 22 2021,"Friday, 2021-01-22","Jan-22, 21"
733,2021-01-25,3855.36,30960.0,January 25 2021,"Monday, 2021-01-25","Jan-25, 21"
734,2021-01-26,3849.62,30937.04,January 26 2021,"Tuesday, 2021-01-26","Jan-26, 21"
735,2021-01-27,3750.77,30303.17,January 27 2021,"Wednesday, 2021-01-27","Jan-27, 21"
736,2021-01-28,3787.38,30603.36,January 28 2021,"Thursday, 2021-01-28","Jan-28, 21"
737,2021-01-29,3714.24,29982.62,January 29 2021,"Friday, 2021-01-29","Jan-29, 21"
738,2021-02-01,3773.86,30211.91,February 01 2021,"Monday, 2021-02-01","Feb-01, 21"
739,2021-02-02,3826.31,30687.48,February 02 2021,"Tuesday, 2021-02-02","Feb-02, 21"
740,2021-02-03,3830.17,30723.6,February 03 2021,"Wednesday, 2021-02-03","Feb-03, 21"
741,2021-02-04,3871.74,31055.86,February 04 2021,"Thursday, 2021-02-04","Feb-04, 21"
742,2021-02-05,3886.83,31148.24,February 05 2021,"Friday, 2021-02-05","Feb-05, 21"
743,2021-02-08,3915.59,31385.76,February 08 2021,"Monday, 2021-02-08","Feb-08, 21"
744,2021-02-09,3911.23,31375.83,February 09 2021,"Tuesday, 2021-02-09","Feb-09, 21"
745,2021-02-10,3909.88,31437.8,February 10 2021,"Wednesday, 2021-02-10","Feb-10, 21"
746,2021-02-11,3916.38,31430.7,February 11 2021,"Thursday, 2021-02-11","Feb-11, 21"
747,2021-02-12,3934.83,31458.4,February 12 2021,"Friday, 2021-02-12","Feb-12, 21"
748,2021-02-15,,,February 15 2021,"Monday, 2021-02-15","Feb-15, 21"
749,2021-02-16,3932.59,31522.75,February 16 2021,"Tuesday, 2021-02-16","Feb-16, 21"
750,2021-02-17,3931.33,31613.02,February 17 2021,"Wednesday, 2021-02-17","Feb-17, 21"
751,2021-02-18,3913.97,31493.34,February 18 2021,"Thursday, 2021-02-18","Feb-18, 21"
752,2021-02-19,3906.71,31494.32,February 19 2021,"Friday, 2021-02-19","Feb-19, 21"
753,2021-02-22,3876.5,31521.69,February 22 2021,"Monday, 2021-02-22","Feb-22, 21"
754,2021-02-23,3881.37,31537.35,February 23 2021,"Tuesday, 2021-02-23","Feb-23, 21"
755,2021-02-24,3925.43,31961.86,February 24 2021,"Wednesday, 2021-02-24","Feb-24, 21"
756,2021-02-25,3829.34,31402.01,February 25 2021,"Thursday, 2021-02-25","Feb-25, 21"
757,2021-02-26,3811.15,30932.37,February 26 2021,"Friday, 2021-02-26","Feb-26, 21"
758,2021-03-01,3901.82,31535.51,March 01 2021,"Monday, 2021-03-01","Mar-01, 21"
759,2021-03-02,3870.29,31391.52,March 02 2021,"Tuesday, 2021-03-02","Mar-02, 21"
760,2021-03-03,3819.72,31270.09,March 03 2021,"Wednesday, 2021-03-03","Mar-03, 21"
761,2021-03-04,3768.47,30924.14,March 04 2021,"Thursday, 2021-03-04","Mar-04, 21"
762,2021-03-05,3841.94,31496.3,March 05 2021,"Friday, 2021-03-05","Mar-05, 21"
763,2021-03-08,3821.35,31802.44,March 08 2021,"Monday, 2021-03-08","Mar-08, 21"
764,2021-03-09,3875.44,31832.74,March 09 2021,"Tuesday, 2021-03-09","Mar-09, 21"
765,2021-03-10,3898.81,32297.02,March 10 2021,"Wednesday, 2021-03-10","Mar-10, 21"
766,2021-03-11,3939.34,32485.59,March 11 2021,"Thursday, 2021-03-11","Mar-11, 21"
767,2021-03-12,3943.34,32778.64,March 12 2021,"Friday, 2021-03-12","Mar-12, 21"
768,2021-03-15,3968.94,32953.46,March 15 2021,"Monday, 2021-03-15","Mar-15, 21"
769,2021-03-16,3962.71,32825.95,March 16 2021,"Tuesday, 2021-03-16","Mar-16, 21"
770,2021-03-17,3974.12,33015.37,March 17 2021,"Wednesday, 2021-03-17","Mar-17, 21"
771,2021-03-18,3915.46,32862.3,March 18 2021,"Thursday, 2021-03-18","Mar-18, 21"
772,2021-03-19,3913.1,32627.97,March 19 2021,"Friday, 2021-03-19","Mar-19, 21"
773,2021-03-22,3940.59,32731.2,March 22 2021,"Monday, 2021-03-22","Mar-22, 21"
774,2021-03-23,3910.52,32423.15,March 23 2021,"Tuesday, 2021-03-23","Mar-23, 21"
775,2021-03-24,3889.14,32420.06,March 24 2021,"Wednesday, 2021-03-24","Mar-24, 21"
776,2021-03-25,3909.52,32619.48,March 25 2021,"Thursday, 2021-03-25","Mar-25, 21"
777,2021-03-26,3974.54,33072.88,March 26 2021,"Friday, 2021-03-26","Mar-26, 21"
778,2021-03-29,3971.09,33171.37,March 29 2021,"Monday, 2021-03-29","Mar-29, 21"
779,2021-03-30,3958.55,33066.96,March 30 2021,"Tuesday, 2021-03-30","Mar-30, 21"
780,2021-03-31,3972.89,32981.55,March 31 2021,"Wednesday, 2021-03-31","Mar-31, 21"
781,2021-04-01,4019.87,33153.21,April 01 2021,"Thursday, 2021-04-01","Apr-01, 21"
782,2021-04-02,,,April 02 2021,"Friday, 2021-04-02","Apr-02, 21"
783,2021-04-05,4077.91,33527.19,April 05 2021,"Monday, 2021-04-05","Apr-05, 21"
784,2021-04-06,4073.94,33430.24,April 06 2021,"Tuesday, 2021-04-06","Apr-06, 21"
785,2021-04-07,4079.95,33446.26,April 07 2021,"Wednesday, 2021-04-07","Apr-07, 21"
786,2021-04-08,4097.17,33503.57,April 08 2021,"Thursday, 2021-04-08","Apr-08, 21"
787,2021-04-09,4128.8,33800.6,April 09 2021,"Friday, 2021-04-09","Apr-09, 21"
788,2021-04-12,4127.99,33745.4,April 12 2021,"Monday, 2021-04-12","Apr-12, 21"
789,2021-04-13,4141.59,33677.27,April 13 2021,"Tuesday, 2021-04-13","Apr-13, 21"
790,2021-04-14,4124.66,33730.89,April 14 2021,"Wednesday, 2021-04-14","Apr-14, 21"
791,2021-04-15,4170.42,34035.99,April 15 2021,"Thursday, 2021-04-15","Apr-15, 21"
792,2021-04-16,4185.47,34200.67,April 16 2021,"Friday, 2021-04-16","Apr-16, 21"
793,2021-04-19,4163.26,34077.63,April 19 2021,"Monday, 2021-04-19","Apr-19, 21"
794,2021-04-20,4134.94,33821.3,April 20 2021,"Tuesday, 2021-04-20","Apr-20, 21"
795,2021-04-21,4173.42,34137.31,April 21 2021,"Wednesday, 2021-04-21","Apr-21, 21"
796,2021-04-22,4134.98,33815.9,April 22 2021,"Thursday, 2021-04-22","Apr-22, 21"
797,2021-04-23,4180.17,34043.49,April 23 2021,"Friday, 2021-04-23","Apr-23, 21"
798,2021-04-26,4187.62,33981.57,April 26 2021,"Monday, 2021-04-26","Apr-26, 21"
799,2021-04-27,4186.72,33984.93,April 27 2021,"Tuesday, 2021-04-27","Apr-27, 21"
800,2021-04-28,4183.18,33820.38,April 28 2021,"Wednesday, 2021-04-28","Apr-28, 21"
801,2021-04-29,4211.47,34060.36,April 29 2021,"Thursday, 2021-04-29","Apr-29, 21"
802,2021-04-30,4181.17,33874.85,April 30 2021,"Friday, 2021-04-30","Apr-30, 21"
803,2021-05-03,4192.66,34113.23,May 03 2021,"Monday, 2021-05-03","May-03, 21"
804,2021-05-04,4164.66,34133.03,May 04 2021,"Tuesday, 2021-05-04","May-04, 21"
805,2021-05-05,4167.59,34230.34,May 05 2021,"Wednesday, 2021-05-05","May-05, 21"
806,2021-05-06,4201.62,34548.53,May 06 2021,"Thursday, 2021-05-06","May-06, 21"
807,2021-05-07,4232.6,34777.76,May 07 2021,"Friday, 2021-05-07","May-07, 21"
808,2021-05-10,4188.43,34742.82,May 10 2021,"Monday, 2021-05-10","May-10, 21"
809,2021-05-11,4152.1,34269.16,May 11 2021,"Tuesday, 2021-05-11","May-11, 21"
810,2021-05-12,4063.04,33587.66,May 12 2021,"Wednesday, 2021-05-12","May-12, 21"
811,2021-05-13,4112.5,34021.45,May 13 2021,"Thursday, 2021-05-13","May-13, 21"
812,2021-05-14,4173.85,34382.13,May 14 2021,"Friday, 2021-05-14","May-14, 21"
813,2021-05-17,4163.29,34327.79,May 17 2021,"Monday, 2021-05-17","May-17, 21"
814,2021-05-18,4127.83,34060.66,May 18 2021,"Tuesday, 2021-05-18","May-18, 21"
815,2021-05-19,4115.68,33896.04,May 19 2021,"Wednesday, 2021-05-19","May-19, 21"
816,2021-05-20,4159.12,34084.15,May 20 2021,"Thursday, 2021-05-20","May-20, 21"
817,2021-05-21,4155.86,34207.84,May 21 2021,"Friday, 2021-05-21","May-21, 21"
818,2021-05-24,4197.05,34393.98,May 24 2021,"Monday, 2021-05-24","May-24, 21"
819,2021-05-25,4188.13,34312.46,May 25 2021,"Tuesday, 2021-05-25","May-25, 21"
820,2021-05-26,4195.99,34323.05,May 26 2021,"Wednesday, 2021-05-26","May-26, 21"
821,2021-05-27,4200.88,34464.64,May 27 2021,"Thursday, 2021-05-27","May-27, 21"
822,2021-05-28,4204.11,34529.45,May 28 2021,"Friday, 2021-05-28","May-28, 21"
823,2021-05-31,,,May 31 2021,"Monday, 2021-05-31","May-31, 21"
824,2021-06-01,4202.04,34575.31,June 01 2021,"Tuesday, 2021-06-01","Jun-01, 21"
825,2021-06-02,4208.12,34600.38,June 02 2021,"Wednesday, 2021-06-02","Jun-02, 21"
826,2021-06-03,4192.85,34577.04,June 03 2021,"Thursday, 2021-06-03","Jun-03, 21"
827,2021-06-04,4229.89,34756.39,June 04 2021,"Friday, 2021-06-04","Jun-04, 21"
828,2021-06-07,4226.52,34630.24,June 07 2021,"Monday, 2021-06-07","Jun-07, 21"
829,2021-06-08,4227.26,34599.82,June 08 2021,"Tuesday, 2021-06-08","Jun-08, 21"
830,2021-06-09,4219.55,34447.14,June 09 2021,"Wednesday, 2021-06-09","Jun-09, 21"
831,2021-06-10,4239.18,34466.24,June 10 2021,"Thursday, 2021-06-10","Jun-10, 21"
832,2021-06-11,4247.44,34479.6,June 11 2021,"Friday, 2021-06-11","Jun-11, 21"
833,2021-06-14,4255.15,34393.75,June 14 2021,"Monday, 2021-06-14","Jun-14, 21"
834,2021-06-15,4246.59,34299.33,June 15 2021,"Tuesday, 2021-06-15","Jun-15, 21"
835,2021-06-16,4223.7,34033.67,June 16 2021,"Wednesday, 2021-06-16","Jun-16, 21"
836,2021-06-17,4221.86,33823.45,June 17 2021,"Thursday, 2021-06-17","Jun-17, 21"
837,2021-06-18,4166.45,33290.08,June 18 2021,"Friday, 2021-06-18","Jun-18, 21"
838,2021-06-21,4224.79,33876.97,June 21 2021,"Monday, 2021-06-21","Jun-21, 21"
839,2021-06-22,4246.44,33945.58,June 22 2021,"Tuesday, 2021-06-22","Jun-22, 21"
840,2021-06-23,4241.84,33874.24,June 23 2021,"Wednesday, 2021-06-23","Jun-23, 21"
841,2021-06-24,4266.49,34196.82,June 24 2021,"Thursday, 2021-06-24","Jun-24, 21"
842,2021-06-25,4280.7,34433.84,June 25 2021,"Friday, 2021-06-25","Jun-25, 21"
843,2021-06-28,4290.61,34283.27,June 28 2021,"Monday, 2021-06-28","Jun-28, 21"
844,2021-06-29,4291.8,34292.29,June 29 2021,"Tuesday, 2021-06-29","Jun-29, 21"
845,2021-06-30,4297.5,34502.51,June 30 2021,"Wednesday, 2021-06-30","Jun-30, 21"
846,2021-07-01,4319.94,34633.53,July 01 2021,"Thursday, 2021-07-01","Jul-01, 21"
847,2021-07-02,4352.34,34786.35,July 02 2021,"Friday, 2021-07-02","Jul-02, 21"
848,2021-07-05,,,July 05 2021,"Monday, 2021-07-05","Jul-05, 21"
849,2021-07-06,4343.54,34577.37,July 06 2021,"Tuesday, 2021-07-06","Jul-06, 21"
850,2021-07-07,4358.13,34681.79,July 07 2021,"Wednesday, 2021-07-07","Jul-07, 21"
851,2021-07-08,4320.82,34421.93,July 08 2021,"Thursday, 2021-07-08","Jul-08, 21"
852,2021-07-09,4369.55,34870.16,July 09 2021,"Friday, 2021-07-09","Jul-09, 21"
853,2021-07-12,4384.63,34996.18,July 12 2021,"Monday, 2021-07-12","Jul-12, 21"
854,2021-07-13,4369.21,34888.79,July 13 2021,"Tuesday, 2021-07-13","Jul-13, 21"
855,2021-07-14,4374.3,34933.23,July 14 2021,"Wednesday, 2021-07-14","Jul-14, 21"
856,2021-07-15,4360.03,34987.02,July 15 2021,"Thursday, 2021-07-15","Jul-15, 21"
857,2021-07-16,4327.16,34687.85,July 16 2021,"Friday, 2021-07-16","Jul-16, 21"
858,2021-07-19,4258.49,33962.04,July 19 2021,"Monday, 2021-07-19","Jul-19, 21"
859,2021-07-20,4323.06,34511.99,July 20 2021,"Tuesday, 2021-07-20","Jul-20, 21"
860,2021-07-21,4358.69,34798.0,July 21 2021,"Wednesday, 2021-07-21","Jul-21, 21"
861,2021-07-22,4367.48,34823.35,July 22 2021,"Thursday, 2021-07-22","Jul-22, 21"
862,2021-07-23,4411.79,35061.55,July 23 2021,"Friday, 2021-07-23","Jul-23, 21"
863,2021-07-26,4422.3,35144.31,July 26 2021,"Monday, 2021-07-26","Jul-26, 21"
864,2021-07-27,4401.46,35058.52,July 27 2021,"Tuesday, 2021-07-27","Jul-27, 21"
865,2021-07-28,4400.64,34930.93,July 28 2021,"Wednesday, 2021-07-28","Jul-28, 21"
866,2021-07-29,4419.15,35084.53,July 29 2021,"Thursday, 2021-07-29","Jul-29, 21"
867,2021-07-30,4395.26,34935.47,July 30 2021,"Friday, 2021-07-30","Jul-30, 21"
868,2021-08-02,4387.16,34838.16,August 02 2021,"Monday, 2021-08-02","Aug-02, 21"
869,2021-08-03,4423.15,35116.4,August 03 2021,"Tuesday, 2021-08-03","Aug-03, 21"
870,2021-08-04,4402.66,34792.67,August 04 2021,"Wednesday, 2021-08-04","Aug-04, 21"
871,2021-08-05,4429.1,35064.25,August 05 2021,"Thursday, 2021-08-05","Aug-05, 21"
872,2021-08-06,4436.52,35208.51,August 06 2021,"Friday, 2021-08-06","Aug-06, 21"
873,2021-08-09,4432.35,35101.85,August 09 2021,"Monday, 2021-08-09","Aug-09, 21"
874,2021-08-10,4436.75,35264.67,August 10 2021,"Tuesday, 2021-08-10","Aug-10, 21"
875,2021-08-11,4447.7,35484.97,August 11 2021,"Wednesday, 2021-08-11","Aug-11, 21"
876,2021-08-12,4460.83,35499.85,August 12 2021,"Thursday, 2021-08-12","Aug-12, 21"
877,2021-08-13,4468.0,35515.38,August 13 2021,"Friday, 2021-08-13","Aug-13, 21"
878,2021-08-16,4479.71,35625.4,August 16 2021,"Monday, 2021-08-16","Aug-16, 21"
879,2021-08-17,4448.08,35343.28,August 17 2021,"Tuesday, 2021-08-17","Aug-17, 21"
880,2021-08-18,4400.27,34960.69,August 18 2021,"Wednesday, 2021-08-18","Aug-18, 21"
